geneID	gene_name	description	chrom	desc	start	stop	strand
2569	GABRR1	gamma-aminobutyric acid type A receptor rho1 subunit	6	gene	89887223	89941007	-
2570	GABRR2	gamma-aminobutyric acid type A receptor rho2 subunit	6	gene	89964183	90025018	-
51465	UBE2J1	ubiquitin conjugating enzyme E2 J1	6	gene	90036344	90062619	-
58528	RRAGD	Ras related GTP binding D	6	gene	90074335	90121995	-
22881	ANKRD6	ankyrin repeat domain 6	6	gene	90142897	90343553	+
57226	LYRM2	LYR motif containing 2	6	gene	90341943	90348474	-
101929057	LOC101929057	uncharacterized LOC101929057	6	gene	90348251	90399200	+
23195	MDN1	midasin AAA ATPase 1	6	gene	90352494	90529513	-
84694	GJA10	gap junction protein alpha 10	6	gene	90604188	90605819	+
60468	BACH2	BTB domain and CNC homolog 2	6	gene	90636247	91006627	-
100616109	MIR4464	microRNA 4464	6	gene	91022461	91022552	+
6885	MAP3K7	mitogen-activated protein kinase kinase kinase 7	6	gene	91223292	91297020	-
100616174	MIR4643	microRNA 4643	6	gene	92231378	92231455	+
101929083	CASC6	cancer susceptibility candidate 6 (non-protein coding)	6	gene	92338758	92400146	-
2045	EPHA7	EPH receptor A7	6	gene	93949738	94129300	-
643432	TSG1	tumor suppressor TSG1	6	gene	94416801	94486199	+
101927288	MANEA-AS1	MANEA antisense RNA 1 (head to head)	6	gene	96007972	96025327	-
79694	MANEA	mannosidase endo-alpha	6	gene	96025373	96057328	+
10690	FUT9	fucosyltransferase 9	6	gene	96463845	96663488	+
23376	UFL1	UFM1 specific ligase 1	6	gene	96969702	97003152	+
9457	FHL5	four and a half LIM domains 5	6	gene	97010401	97066502	+
81491	GPR63	G protein-coupled receptor 63	6	gene	97241998	97285353	-
29078	NDUFAF4	NADH:ubiquinone oxidoreductase complex assembly factor 4	6	gene	97337187	97345767	-
114792	KLHL32	kelch like family member 32	6	gene	97345959	97588630	+
253714	MMS22L	MMS22 like%2C DNA repair protein	6	gene	97590037	97731052	-
101927314	LOC101927314	uncharacterized LOC101927314	6	gene	97753462	98156793	+
100302164	MIR2113	microRNA 2113	6	gene	98472407	98472497	+
5454	POU3F2	POU class 3 homeobox 2	6	gene	99282580	99286666	+
26235	FBXL4	F-box and leucine rich repeat protein 4	6	gene	99321601	99395882	-
100616347	MIR548AI	microRNA 548ai	6	gene	99572485	99572572	+
84553	FAXC	failed axon connections homolog	6	gene	99719037	99798186	-
51805	COQ3	coenzyme Q3%2C methyltransferase	6	gene	99817348	99842082	-
25957	PNISR	PNN interacting serine and arginine rich protein	6	gene	99845927	99873221	-
101927365	LOC101927365	uncharacterized LOC101927365	6	gene	99872747	99879191	+
85015	USP45	ubiquitin specific peptidase 45	6	gene	99880182	99963365	-
100130890	TSTD3	thiosulfate sulfurtransferase (rhodanese)-like domain containing 3	6	gene	99968870	99981061	+
892	CCNC	cyclin C	6	gene	99990263	100016690	-
59336	PRDM13	PR/SET domain 13	6	gene	100054650	100063454	+
84539	MCHR2	melanin concentrating hormone receptor 2	6	gene	100367786	100442114	-
728012	MCHR2-AS1	MCHR2 antisense RNA 1	6	gene	100441914	100524295	+
6492	SIM1	single-minded family bHLH transcription factor 1	6	gene	100836750	100911551	-
10973	ASCC3	activating signal cointegrator 1 complex subunit 3	6	gene	100956070	101329248	-
2898	GRIK2	glutamate ionotropic receptor kainate type subunit 2	6	gene	101846861	102517958	+
57531	HACE1	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1	6	gene	105175968	105307794	-
100113403	LIN28B-AS1	LIN28B antisense RNA 1	6	gene	105384169	105388402	-
389421	LIN28B	lin-28 homolog B	6	gene	105404923	105531207	+
11149	BVES	blood vessel epicardial substance	6	gene	105544697	105585049	-
154442	BVES-AS1	BVES antisense RNA 1	6	gene	105585562	105617820	+
64208	POPDC3	popeye domain containing 3	6	gene	105605775	105627858	-
5550	PREP	prolyl endopeptidase	6	gene	105725442	105850999	-
639	PRDM1	PR/SET domain 1	6	gene	106534195	106557814	+
9474	ATG5	autophagy related 5	6	gene	106632351	106773695	-
105377924	LOC105377924	uncharacterized LOC105377924	6	gene	106899371	106905123	-
202	AIM1	absent in melanoma 1	6	gene	106959730	107018324	+
84816	RTN4IP1	reticulon 4 interacting protein 1	6	gene	107018646	107078366	-
55278	QRSL1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1	6	gene	107077441	107116292	+
100422737	LOC100422737	uncharacterized LOC100422737	6	gene	107165327	107235300	-
693172	MIR587	microRNA 587	6	gene	107232000	107232095	+
51250	C6orf203	chromosome 6 open reading frame 203	6	gene	107349376	107372790	+
57673	BEND3	BEN domain containing 3	6	gene	107386385	107435636	-
57107	PDSS2	decaprenyl diphosphate synthase subunit 2	6	gene	107473761	107780779	-
55084	SOBP	sine oculis binding protein homolog	6	gene	107811317	107982513	+
256380	SCML4	sex comb on midleg-like 4 (Drosophila)	6	gene	108023361	108145521	-
11231	SEC63	SEC63 homolog%2C protein translocation regulator	6	gene	108188960	108279482	-
28962	OSTM1	osteopetrosis associated transmembrane protein 1	6	gene	108362613	108395941	-
100287366	OSTM1-AS1	OSTM1 antisense RNA 1	6	gene	108444837	108480599	+
7101	NR2E1	nuclear receptor subfamily 2 group E member 1	6	gene	108487262	108510013	+
8724	SNX3	sorting nexin 3	6	gene	108532421	108582464	-
246269	LACE1	lactation elevated 1	6	gene	108616078	108846987	+
2309	FOXO3	forkhead box O3	6	gene	108881026	109005971	+
387111	LINC00222	long intergenic non-protein coding RNA 222	6	gene	109072857	109091145	+
84071	ARMC2	armadillo repeat containing 2	6	gene	109169619	109295675	+
101929716	ARMC2-AS1	ARMC2 antisense RNA 1	6	gene	109229343	109245306	-
27244	SESN1	sestrin 1	6	gene	109307640	109415708	-
285753	CEP57L1	centrosomal protein 57 like 1	6	gene	109416356	109485115	+
100996634	LOC100996634	transmembrane protein FLJ37396	6	gene	109557817	109591717	+
8763	CD164	CD164 molecule	6	gene	109687717	109704015	-
285755	PPIL6	peptidylprolyl isomerase like 6	6	gene	109711418	109762374	-
6610	SMPD2	sphingomyelin phosphodiesterase 2	6	gene	109761931	109765122	+
64780	MICAL1	microtubule associated monooxygenase%2C calponin and LIM domain containing 1	6	gene	109765265	109787171	-
9841	ZBTB24	zinc finger and BTB domain containing 24	6	gene	109783719	109804440	-
221264	AK9	adenylate kinase 9	6	gene	109814059	110012415	-
9896	FIG4	FIG4 phosphoinositide 5-phosphatase	6	gene	110012424	110146634	+
2830	GPR6	G protein-coupled receptor 6	6	gene	110299459	110301923	+
8936	WASF1	WAS protein family member 1	6	gene	110421022	110501207	-
51362	CDC40	cell division cycle 40	6	gene	110501624	110553423	+
728464	METTL24	methyltransferase like 24	6	gene	110567149	110679475	-
8528	DDO	D-aspartate oxidase	6	gene	110713383	110736753	-
85413	SLC22A16	solute carrier family 22 member 16	6	gene	110745890	110797844	-
23097	CDK19	cyclin dependent kinase 19	6	gene	110931181	111137088	-
262	AMD1	adenosylmethionine decarboxylase 1	6	gene	111135824	111216916	+
112495	GTF3C6	general transcription factor IIIC subunit 6	6	gene	111279763	111289091	+
84154	RPF2	ribosome production factor 2 homolog	6	gene	111303220	111349466	+
117247	SLC16A10	solute carrier family 16 member 10	6	gene	111408781	111544608	+
91749	MFSD4B	major facilitator superfamily domain containing 4B	6	gene	111580482	111590263	+
5980	REV3L	REV3 like%2C DNA directed polymerase zeta catalytic subunit	6	gene	111620234	111804918	-
643749	TRAF3IP2-AS1	TRAF3IP2 antisense RNA 1	6	gene	111804675	111923498	+
10758	TRAF3IP2	TRAF3 interacting protein 2	6	gene	111876581	111927477	-
2534	FYN	FYN proto-oncogene%2C Src family tyrosine kinase	6	gene	111981535	112194655	-
8838	WISP3	WNT1 inducible signaling pathway protein 3	6	gene	112375278	112390889	+
51175	TUBE1	tubulin epsilon 1	6	gene	112391860	112408751	-
619208	FAM229B	family with sequence similarity 229 member B	6	gene	112408674	112423993	+
3910	LAMA4	laminin subunit alpha 4	6	gene	112429134	112575917	-
101927640	LOC101927640	uncharacterized LOC101927640	6	gene	112557797	112627885	+
442247	RFPL4B	ret finger protein like 4B	6	gene	112668532	112672498	+
101927686	LOC101927686	uncharacterized LOC101927686	6	gene	113944737	113971277	-
4082	MARCKS	myristoylated alanine rich protein kinase C substrate	6	gene	114178514	114184652	+
285758	LINC01268	long intergenic non-protein coding RNA 1268	6	gene	114189178	114194512	-
285759	FLJ34503	uncharacterized FLJ34503	6	gene	114225551	114242806	+
3066	HDAC2	histone deacetylase 2	6	gene	114257320	114292359	-
101927768	LOC101927768	uncharacterized LOC101927768	6	gene	114290865	114661893	+
222537	HS3ST5	heparan sulfate-glucosamine 3-sulfotransferase 5	6	gene	114376750	114384041	-
105377962	LOC105377962	uncharacterized LOC105377962	6	gene	115954706	115964999	-
2444	FRK	fyn related Src family tyrosine kinase	6	gene	116262693	116381921	-
221294	NT5DC1	5'-nucleotidase domain containing 1	6	gene	116421999	116566853	+
1300	COL10A1	collagen type X alpha 1 chain	6	gene	116440085	116447296	-
23270	TSPYL4	TSPY like 4	6	gene	116571127	116575261	-
29940	DSE	dermatan sulfate epimerase	6	gene	116575315	116759454	+
7259	TSPYL1	TSPY like 1	6	gene	116596022	116601280	-
441168	FAM26F	family with sequence similarity 26 member F	6	gene	116782533	116784934	+
100128327	TRAPPC3L	trafficking protein particle complex 3 like	6	gene	116817646	116866773	-
254228	FAM26E	family with sequence similarity 26 member E	6	gene	116832808	116845955	+
221301	FAM26D	family with sequence similarity 26 member D	6	gene	116850176	116882286	+
51389	RWDD1	RWD domain containing 1	6	gene	116892530	116914764	+
345895	RSPH4A	radial spoke head 4 homolog A	6	gene	116937642	116954148	+
221302	ZUFSP	zinc finger with UFM1 specific peptidase domain	6	gene	116956781	116989973	-
3841	KPNA5	karyopherin subunit alpha 5	6	gene	117002367	117063030	+
221303	FAM162B	family with sequence similarity 162 member B	6	gene	117073360	117086886	-
222545	GPRC6A	G protein-coupled receptor class C group 6 member A	6	gene	117113248	117150220	-
222546	RFX6	regulatory factor X6	6	gene	117198376	117253326	+
245806	VGLL2	vestigial like family member 2	6	gene	117586721	117594728	+
6098	ROS1	ROS proto-oncogene 1%2C receptor tyrosine kinase	6	gene	117609530	117747018	-
285761	DCBLD1	discoidin%2C CUB and LCCL domain containing 1	6	gene	117803767	117891021	+
57120	GOPC	golgi associated PDZ and coiled-coil motif containing	6	gene	117881432	117923705	-
101927919	LOC101927919	uncharacterized LOC101927919	6	gene	117993976	117996447	-
116150	NUS1	NUS1 dehydrodolichyl diphosphate synthase subunit	6	gene	117996617	118031890	+
222553	SLC35F1	solute carrier family 35 member F1	6	gene	118228689	118638839	+
105377967	LOC105377967	uncharacterized LOC105377967	6	gene	118407066	118416635	+
387119	CEP85L	centrosomal protein 85 like	6	gene	118781935	119031238	-
5350	PLN	phospholamban	6	gene	118869426	118882878	+
254394	MCM9	minichromosome maintenance 9 homologous recombination repair factor	6	gene	119134612	119256327	-
25842	ASF1A	anti-silencing function 1A histone chaperone	6	gene	119215241	119230336	+
79632	FAM184A	family with sequence similarity 184 member A	6	gene	119280994	119470358	-
693128	MIR548B	microRNA 548b	6	gene	119390212	119390308	-
4121	MAN1A1	mannosidase alpha class 1A member 1	6	gene	119498366	119670931	-
285762	LOC285762	uncharacterized LOC285762	6	gene	119773712	119812467	-
105377975	LOC105377975	uncharacterized LOC105377975	6	gene	119870973	120166230	+
100422951	MIR3144	microRNA 3144	6	gene	120336325	120336403	+
221322	TBC1D32	TBC1 domain family member 32	6	gene	121400640	121655646	-
2697	GJA1	gap junction protein alpha 1	6	gene	121756723	121770890	+
3298	HSF2	heat shock transcription factor 2	6	gene	122720696	122754264	+
57515	SERINC1	serine incorporator 1	6	gene	122764493	122793026	-
5570	PKIB	cAMP-dependent protein kinase inhibitor beta	6	gene	122793062	123047518	+
2173	FABP7	fatty acid binding protein 7	6	gene	123070346	123105222	+
10924	SMPDL3A	sphingomyelin phosphodiesterase acid like 3A	6	gene	123110194	123130865	+
134829	CLVS2	clavesin 2	6	gene	123317116	123394065	+
10345	TRDN	triadin	6	gene	123537484	123958238	-
101927990	HRAT13	heart tissue-associated transcript 13	6	gene	123760749	123792901	+
154215	NKAIN2	Sodium/potassium transporting ATPase interacting 2	6	gene	124124991	125146786	+
7955	RNF217-AS1	RNF217 antisense RNA 1 (head to head)	6	gene	125229389	125284173	-
154214	RNF217	ring finger protein 217	6	gene	125283691	125413780	+
7164	TPD52L1	tumor protein D52-like 1	6	gene	125474875	125585553	+
51020	HDDC2	HD domain containing 2	6	gene	125596496	125623282	-
643623	LOC643623	uncharacterized LOC643623	6	gene	125995499	126041364	+
23493	HEY2	hes related family bHLH transcription factor with YRPW motif 2	6	gene	126070732	126082415	+
100189269	TRNAE19		6	gene	126101393	126101464	-
135112	NCOA7	nuclear receptor coactivator 7	6	gene	126102307	126253176	+
104355145	NCOA7-AS1	NCOA7 antisense RNA 1	6	gene	126119007	126140004	-
135114	HINT3	histidine triad nucleotide binding protein 3	6	gene	126277861	126301390	+
60487	TRMT11	tRNA methyltransferase 11 homolog	6	gene	126307576	126360422	+
387103	CENPW	centromere protein W	6	gene	126660935	126804466	+
693173	MIR588	microRNA 588	6	gene	126805777	126805859	+
84870	RSPO3	R-spondin 3	6	gene	127440048	127520626	+
81847	RNF146	ring finger protein 146	6	gene	127587827	127609707	+
55862	ECHDC1	ethylmalonyl-CoA decarboxylase 1	6	gene	127609857	127664754	-
387104	SOGA3	SOGA family member 3	6	gene	127759551	127840500	-
9729	KIAA0408	KIAA0408	6	gene	127759551	127780535	-
352999	C6orf58	chromosome 6 open reading frame 58	6	gene	127898319	127912963	+
387357	THEMIS	thymocyte selection associated	6	gene	128029339	128239776	-
5796	PTPRK	protein tyrosine phosphatase%2C receptor type K	6	gene	128289924	128841819	-
101928140	LOC101928140	uncharacterized LOC101928140	6	gene	128349010	128407438	+
3908	LAMA2	laminin subunit alpha 2	6	gene	129204286	129837711	+
93663	ARHGAP18	Rho GTPase activating protein 18	6	gene	129898240	130031370	-
253582	TMEM244	transmembrane protein 244	6	gene	130152389	130182416	-
84456	L3MBTL3	l(3)mbt-like 3 (Drosophila)	6	gene	130339514	130462594	+
154075	SAMD3	sterile alpha motif domain containing 3	6	gene	130465447	130686570	-
114801	TMEM200A	transmembrane protein 200A	6	gene	130687426	130764212	+
100507203	SMLR1	small leucine rich protein 1	6	gene	131148545	131158275	+
2037	EPB41L2	erythrocyte membrane protein band 4.1 like 2	6	gene	131160487	131384462	-
9465	AKAP7	A-kinase anchoring protein 7	6	gene	131456826	131604675	+
383	ARG1	arginase 1	6	gene	131894344	131905472	+
9439	MED23	mediator complex subunit 23	6	gene	131895106	131949379	-
5169	ENPP3	ectonucleotide pyrophosphatase/phosphodiesterase 3	6	gene	131958375	132068550	+
79541	OR2A4	olfactory receptor family 2 subfamily A member 4	6	gene	132020784	132022541	-
643854	CTAGE9	CTAGE family member 9	6	gene	132029581	132032157	-
100616455	MIR548H5	microRNA 548h-5	6	gene	132113312	132113371	+
5167	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1	6	gene	132129156	132216295	+
1490	CTGF	connective tissue growth factor	6	gene	132269316	132272518	-
100616191	MIR548AJ1	microRNA 548aj-1	6	gene	132436332	132436403	-
100507254	LINC01013	long intergenic non-protein coding RNA 1013	6	gene	132455118	132490514	+
26002	MOXD1	monooxygenase DBH like 1	6	gene	132617194	132722673	-
8417	STX7	syntaxin 7	6	gene	132778663	132834611	-
134860	TAAR9	trace amine associated receptor 9 (gene/pseudogene)	6	gene	132859427	132860475	+
83551	TAAR8	trace amine associated receptor 8	6	gene	132873823	132874870	+
319100	TAAR6	trace amine associated receptor 6	6	gene	132891461	132892498	+
9038	TAAR5	trace amine associated receptor 5	6	gene	132909731	132910877	-
9287	TAAR2	trace amine associated receptor 2	6	gene	132938289	132945414	-
134864	TAAR1	trace amine associated receptor 1	6	gene	132966037	132967165	-
8876	VNN1	vanin 1	6	gene	133001997	133035194	-
55350	VNN3	vanin 3	6	gene	133043926	133055904	-
8875	VNN2	vanin 2	6	gene	133065009	133084598	-
116843	SLC18B1	solute carrier family 18 member B1	6	gene	133090507	133119747	-
6206	RPS12	ribosomal protein S12	6	gene	133135708	133138703	+
594837	SNORD101	small nucleolar RNA%2C C/D box 101	6	gene	133136446	133136518	+
594838	SNORD100	small nucleolar RNA%2C C/D box 100	6	gene	133137941	133138016	+
594839	SNORA33	small nucleolar RNA%2C H/ACA box 33	6	gene	133138358	133138490	+
285735	LINC00326	long intergenic non-protein coding RNA 326	6	gene	133409219	133427717	+
2070	EYA4	EYA transcriptional coactivator and phosphatase 4	6	gene	133562495	133853258	+
100507308	TARID	TCF21 antisense RNA inducing promoter demethylation	6	gene	133823390	134210144	-
154089	LINC01312	long intergenic non-protein coding RNA 1312	6	gene	134142285	134175130	+
6943	TCF21	transcription factor 21	6	gene	134210259	134216675	+
9519	TBPL1	TATA-box binding protein like 1	6	gene	134273308	134308638	+
154091	SLC2A12	solute carrier family 2 member 12	6	gene	134308719	134373789	-
6446	SGK1	serum/glucocorticoid regulated kinase 1	6	gene	134490384	134639196	-
101928231	LOC101928231	uncharacterized LOC101928231	6	gene	134750168	134800035	-
154092	LINC01010	long intergenic non-protein coding RNA 1010	6	gene	134758854	134825158	+
101928304	LOC101928304	uncharacterized LOC101928304	6	gene	134846456	134861143	-
64577	ALDH8A1	aldehyde dehydrogenase 8 family member A1	6	gene	135238528	135271260	-
10767	HBS1L	HBS1 like translational GTPase	6	gene	135281516	135376036	-
100500880	MIR3662	microRNA 3662	6	gene	135300476	135300570	-
4602	MYB	MYB proto-oncogene%2C transcription factor	6	gene	135502453	135540311	+
693126	MIR548A2	microRNA 548a-2	6	gene	135560298	135560394	+
54806	AHI1	Abelson helper integration site 1	6	gene	135605110	135818903	-
100131814	LINC00271	long intergenic non-protein coding RNA 271	6	gene	135818939	136011976	+
27115	PDE7B	phosphodiesterase 7B	6	gene	136172834	136516709	+
113115	MTFR2	mitochondrial fission regulator 2	6	gene	136552168	136571473	-
9774	BCLAF1	BCL2 associated transcription factor 1	6	gene	136578001	136610989	-
9053	MAP7	microtubule associated protein 7	6	gene	136663419	136871957	-
4217	MAP3K5	mitogen-activated protein kinase kinase kinase 5	6	gene	136878187	137113656	-
101928461	LOC101928461	uncharacterized LOC101928461	6	gene	136950252	136969336	+
101928429	LOC101928429	uncharacterized LOC101928429	6	gene	137105185	137107192	+
5191	PEX7	peroxisomal biogenesis factor 7	6	gene	137143702	137235072	+
340146	SLC35D3	solute carrier family 35 member D3	6	gene	137243379	137246798	+
100294720	NHEG1	neuroblastoma highly expressed 1	6	gene	137303296	137314368	-
53832	IL20RA	interleukin 20 receptor subunit alpha	6	gene	137321108	137366317	-
116379	IL22RA2	interleukin 22 receptor subunit alpha 2	6	gene	137464957	137494785	-
3459	IFNGR1	interferon gamma receptor 1	6	gene	137518621	137540567	-
167826	OLIG3	oligodendrocyte transcription factor 3	6	gene	137813336	137815531	-
102723649	LOC102723649	uncharacterized LOC102723649	6	gene	137986783	137995691	+
